taux_de_reussite_g;nombre_eleves_segpa;nombre_eleves_ulis;garcons;filles
81.0;46;15;297;270
83.0;127;12;513;411
82.0;54;12;421;361
91.0;24;14;159;155
97.0;32;12;199;213
92.0;50;9;433;341
91.0;39;17;224;205
88.0;65;12;230;248
82.0;64;15;604;439
88.0;61;12;272;309
88.0;60;12;241;226
78.0;61;13;219;180
89.0;33;12;462;366
91.0;61;11;362;358
78.0;38;12;276;247
90.0;59;7;439;387
88.0;57;14;243;243
87.0;58;12;444;438
74.0;103;8;843;982
83.0;57;12;338;328
88.0;54;13;290;309
96.0;62;12;228;199
88.0;54;26;385;394
90.0;87;13;357;343
93.0;60;11;251;221
90.0;64;12;352;375
89.0;44;12;375;337
62.0;68;12;452;406
88.0;55;12;308;313
71.0;50;14;243;248
89.0;50;20;427;345
87.0;103;10;306;331
97.0;37;11;165;173
86.0;50;12;222;249
92.0;41;11;199;203
74.0;62;13;362;363
77.0;62;12;266;248
82.0;63;15;358;357
84.0;57;10;387;343
92.0;59;7;317;295
94.0;60;12;334;288
84.0;60;12;221;191
90.0;15;5;154;129
88.0;74;15;273;277
81.0;41;14;301;339
89.0;64;13;363;337
76.0;59;12;204;205
85.0;30;31;409;425
99.0;41;11;177;168
81.0;50;12;261;246
91.0;67;13;283;264
97.0;63;12;400;368
82.0;61;27;462;470
87.0;42;12;351;315
81.0;21;24;268;276
95.0;62;12;406;376
83.0;65;11;267;220
81.0;54;11;318;316
92.0;35;10;206;158
65.0;45;11;293;280
88.0;67;11;342;335
91.0;62;12;211;185
85.0;41;12;461;488
92.0;51;13;378;335
84.0;49;14;357;383
98.0;44;11;204;196
85.0;48;12;279;233
92.0;52;11;332;334
92.0;52;12;231;213
73.0;71;24;297;299
88.0;51;12;317;315
84.0;63;16;446;466
74.0;61;18;353;265
97.0;94;26;656;584
81.0;58;9;328;313
93.0;64;4;371;339
79.0;77;22;443;408
85.0;126;12;372;337
90.0;53;12;375;358
90.0;50;11;366;372
88.0;35;15;405;385
88.0;53;10;247;252
92.0;60;13;329;326
96.0;55;15;295;262
94.0;108;13;312;270
81.0;44;14;293;290
81.0;55;13;323;352
79.0;60;14;412;421
79.0;51;14;373;341
86.0;46;11;298;251
78.0;61;12;342;309
76.0;49;14;157;158
90.0;54;11;171;200
96.0;63;10;206;202
84.0;41;12;184;167
90.0;41;12;190;185
84.0;99;12;352;338
72.0;75;16;447;448
90.0;54;11;346;301
83.0;63;3;359;322
68.0;62;12;350;321
95.0;63;12;186;209
90.0;102;13;339;281
90.0;19;13;240;226
84.0;48;11;326;308
96.0;63;26;161;145
77.0;94;12;244;269
76.0;62;13;264;247
81.0;29;15;197;176
91.0;51;15;250;291
90.0;37;8;169;159
88.0;55;8;199;195
87.0;100;13;245;216
81.0;64;12;387;326
91.0;73;16;342;302
85.0;29;27;407;440
98.0;50;13;168;165
91.0;39;12;257;221
78.0;123;24;387;325
75.0;62;12;329;288
89.0;49;19;446;362
89.0;48;12;336;305
82.0;61;16;420;410
90.0;92;34;512;543
98.0;34;12;275;233
90.0;46;8;336;298
100.0;18;12;280;268
83.0;49;13;339;324
73.0;65;16;423;404
89.0;50;12;278;255
93.0;41;21;349;317
88.0;54;11;343;361
100.0;52;13;192;188
83.0;48;10;179;173
84.0;108;12;333;301
99.0;58;12;354;402
81.0;60;14;345;316
89.0;109;12;392;312
92.0;127;12;513;411
78.0;62;26;474;427
84.0;65;14;539;493
91.0;63;26;328;335
89.0;80;22;227;208
91.0;63;14;303;320
79.0;64;29;359;379
90.0;59;7;372;338
82.0;64;19;238;220
96.0;65;12;247;224
74.0;47;12;131;136
96.0;59;24;256;279
92.0;18;11;153;162
93.0;40;13;436;297
74.0;115;14;875;999
92.0;56;13;222;217
85.0;62;28;362;317
98.0;113;22;381;332
84.0;55;13;210;200
79.0;63;8;185;181
93.0;121;19;309;297
95.0;55;12;376;346
78.0;44;14;293;290
89.0;27;16;200;251
65.0;49;10;180;188
85.0;34;8;328;300
98.0;62;12;272;222
83.0;112;13;438;421
87.0;52;13;328;289
75.0;105;15;501;427
82.0;37;13;334;373
93.0;100;13;244;259
93.0;59;26;274;301
73.0;88;11;348;305
69.0;46;23;236;214
99.0;24;14;193;204
94.0;46;12;439;469
92.0;38;12;352;359
90.0;63;14;274;237
87.0;66;11;319;308
90.0;63;12;229;233
67.0;121;11;645;686
83.0;76;12;318;240
69.0;82;12;501;407
70.0;63;10;252;273
83.0;92;34;512;543
64.0;57;16;246;214
72.0;58;28;356;346
78.0;62;10;441;429
91.0;73;10;272;273
78.0;59;15;316;286
83.0;101;23;365;375
77.0;56;12;304;306
86.0;51;25;389;404
83.0;63;12;214;240
91.0;47;17;283;299
87.0;62;14;362;376
95.0;52;14;423;373
92.0;66;25;282;240
91.0;62;14;496;461
83.0;45;12;231;225
100.0;55;13;198;165
88.0;49;8;377;339
85.0;30;13;265;268
91.0;59;12;326;330
94.0;54;13;287;255
65.0;48;10;174;173
85.0;53;11;299;249
92.0;47;10;167;156
96.0;44;10;462;399
77.0;64;10;332;363
77.0;72;22;396;339
79.0;128;13;480;465
95.0;61;11;208;251
100.0;59;10;148;139
74.0;54;11;298;281
84.0;61;11;209;168
82.0;62;11;330;321
90.0;99;8;336;307
74.0;38;13;274;296
88.0;44;12;208;200
71.0;60;12;400;404
81.0;42;13;282;251
91.0;55;10;334;283
89.0;59;9;394;405
88.0;99;13;469;422
91.0;64;24;401;394
100.0;17;13;238;232
70.0;68;25;213;181
85.0;46;15;297;270
86.0;82;3;312;252
93.0;71;14;294;338
80.0;94;24;331;351
86.0;59;27;223;203
85.0;42;15;273;229
87.0;58;9;333;277
97.0;46;27;260;245
64.0;55;14;228;225
75.0;47;12;273;270
80.0;59;11;309;319
89.0;50;13;256;297
79.0;73;29;390;374
82.0;125;12;463;406
83.0;49;10;180;188
81.0;61;22;424;395
81.0;58;13;403;365
89.0;62;25;228;198
85.0;14;13;367;388
86.0;57;25;314;297
87.0;55;13;214;238
87.0;55;14;224;182
94.0;53;8;429;326
82.0;63;16;446;466
94.0;51;14;407;362
88.0;52;11;185;216
98.0;117;22;378;339
94.0;82;11;308;317
100.0;39;15;776;531
94.0;63;12;423;392
70.0;55;13;228;168
85.0;50;12;188;185
82.0;100;12;367;345
86.0;47;9;317;305
92.0;71;13;384;346
86.0;57;13;314;262
84.0;90;14;304;267
94.0;54;13;188;209
82.0;44;13;322;341
98.0;64;12;184;169
76.0;51;10;166;176
90.0;104;10;307;312
79.0;27;10;324;294
86.0;62;29;258;280
77.0;59;12;368;368
98.0;43;9;267;298
74.0;62;12;255;252
79.0;61;29;235;219
98.0;60;10;641;596
69.0;59;13;430;422
82.0;62;18;175;147
78.0;111;14;326;292
87.0;52;12;340;301
86.0;60;14;412;421
81.0;57;12;322;326
79.0;50;12;283;256
89.0;53;25;307;283
82.0;64;8;353;295
85.0;63;8;347;317
79.0;87;18;617;561
91.0;62;11;423;366
81.0;44;14;284;265
79.0;78;8;317;243
67.0;71;12;326;289
93.0;42;9;328;271
81.0;54;11;244;213
86.0;45;14;181;155
95.0;61;12;341;317
79.0;127;10;317;289
91.0;50;11;366;372
84.0;54;13;211;196
90.0;44;18;244;204
77.0;69;20;392;349
87.0;62;13;272;232
79.0;62;12;267;269
77.0;122;24;310;251
100.0;124;13;411;326
87.0;47;12;378;302
76.0;62;12;341;355
92.0;55;14;197;178
76.0;56;13;234;230
80.0;61;18;353;265
96.0;124;11;285;255
86.0;28;10;173;157
89.0;57;7;301;296
72.0;54;5;785;776
87.0;61;12;296;294
78.0;91;13;291;223
94.0;71;14;294;338
82.0;60;13;392;367
93.0;49;12;293;269
87.0;57;13;277;231
87.0;28;9;171;174
93.0;31;10;231;236
87.0;31;9;396;382
68.0;47;12;273;270
92.0;67;11;255;237
88.0;96;24;298;318
88.0;66;13;243;187
89.0;63;12;186;209
80.0;30;12;213;245
83.0;54;13;195;143
87.0;33;11;197;206
77.0;59;9;164;151
96.0;52;18;158;146
86.0;44;22;174;135
96.0;58;12;457;387
82.0;53;24;470;419
92.0;57;28;188;179
94.0;47;19;401;348
94.0;55;12;336;299
89.0;47;13;427;410
94.0;31;7;287;289
83.0;62;13;596;433
92.0;58;12;263;279
85.0;51;12;339;335
93.0;62;15;427;444
100.0;33;11;376;319
76.0;60;13;262;255
98.0;78;10;231;209
80.0;54;11;369;366
84.0;41;14;357;333
73.0;41;12;288;267
93.0;50;25;219;233
60.0;112;23;668;692
88.0;92;13;439;427
93.0;76;9;331;301
86.0;75;11;187;153
90.0;63;14;532;500
79.0;46;11;331;314
93.0;73;14;227;212
65.0;53;11;193;182
85.0;59;9;252;259
85.0;57;12;286;304
93.0;59;9;252;259
96.0;123;19;304;292
92.0;55;18;451;397
83.0;66;12;415;435
91.0;60;14;355;366
82.0;55;11;319;276
88.0;79;11;208;184
75.0;58;14;228;177
86.0;62;12;350;321
83.0;30;13;265;268
75.0;54;40;366;387
95.0;59;33;249;270
80.0;90;14;304;267
82.0;60;12;331;292
84.0;51;25;389;404
86.0;50;24;307;319
86.0;47;13;287;308
87.0;55;12;349;303
90.0;52;13;378;350
98.0;43;12;241;222
94.0;68;15;423;396
71.0;52;12;292;297
81.0;53;10;195;229
77.0;44;12;160;125
91.0;62;12;181;191
93.0;44;14;205;177
96.0;121;24;387;343
89.0;62;10;360;354
95.0;55;17;337;321
85.0;58;2;249;248
97.0;114;23;631;620
95.0;66;18;362;290
90.0;64;12;426;381
96.0;49;12;411;352
81.0;42;6;346;297
91.0;41;13;304;268
63.0;40;12;373;317
92.0;43;12;213;209
86.0;49;14;157;158
92.0;39;9;369;347
90.0;57;15;234;261
93.0;31;12;215;195
87.0;13;11;159;161
83.0;46;12;226;215
79.0;63;15;301;266
91.0;65;12;326;328
88.0;65;24;247;219
79.0;53;13;290;279
75.0;61;12;299;266
92.0;62;12;269;272
91.0;25;8;89;87
92.0;47;20;356;318
59.0;120;25;759;778
88.0;56;13;407;371
71.0;50;14;379;400
91.0;52;13;284;225
95.0;39;17;224;205
79.0;63;11;216;202
88.0;50;13;272;237
81.0;36;24;311;284
92.0;63;13;309;233
82.0;37;11;348;297
97.0;47;36;494;424
87.0;45;11;396;331
87.0;53;14;222;197
82.0;64;10;219;187
79.0;38;25;268;262
96.0;64;24;261;238
98.0;127;12;211;206
86.0;62;28;362;317
89.0;57;3;308;309
87.0;47;13;302;266
91.0;114;12;379;356
82.0;102;22;410;360
98.0;63;11;227;214
90.0;40;24;303;260
91.0;63;12;352;342
79.0;111;19;500;503
87.0;46;24;412;372
89.0;88;13;346;346
96.0;60;16;277;273
91.0;27;13;222;214
100.0;56;15;309;208
77.0;59;4;469;474
80.0;62;14;255;245
92.0;53;12;338;299
95.0;53;11;400;335
82.0;64;10;357;302
93.0;59;33;249;270
93.0;51;17;415;455
88.0;50;13;308;307
85.0;36;12;118;132
84.0;68;16;398;395
86.0;38;17;289;279
98.0;44;27;268;221
80.0;61;12;365;323
86.0;32;14;271;279
99.0;51;22;227;172
87.0;62;10;433;444
93.0;20;11;233;232
90.0;48;13;230;178
92.0;34;13;265;244
86.0;40;15;178;173
84.0;72;18;258;233
73.0;54;21;241;259
89.0;62;11;347;336
81.0;64;22;448;406
82.0;120;27;413;325
73.0;75;30;358;336
88.0;51;13;321;274
97.0;43;39;474;404
91.0;62;11;414;354
71.0;54;9;294;265
76.0;58;13;283;248
89.0;59;11;446;445
82.0;65;12;325;323
95.0;47;13;312;318
81.0;66;15;347;366
76.0;67;26;348;383
88.0;51;11;190;147
75.0;58;13;317;330
94.0;55;12;376;346
98.0;54;12;351;339
89.0;56;10;328;263
78.0;48;8;456;440
80.0;81;13;315;308
91.0;50;14;264;235
90.0;64;11;326;356
85.0;46;11;240;210
85.0;50;21;344;300
91.0;63;12;400;368
99.0;33;15;478;459
90.0;55;12;225;190
100.0;57;4;193;211
91.0;61;10;368;339
94.0;63;12;327;288
71.0;57;13;270;264
83.0;86;38;535;527
83.0;94;24;331;351
85.0;31;12;264;276
90.0;86;38;535;527
97.0;34;13;284;239
92.0;56;14;270;298
79.0;105;12;324;316
91.0;51;12;361;327
83.0;59;14;233;158
86.0;55;17;344;354
97.0;85;12;282;268
86.0;46;13;371;334
84.0;56;27;306;329
83.0;83;12;331;249
88.0;63;7;306;302
99.0;60;11;251;221
79.0;83;17;333;296
92.0;47;11;214;206
85.0;109;14;428;410
96.0;65;8;288;322
81.0;56;12;224;214
98.0;72;10;328;320
95.0;55;13;198;165
89.0;36;13;334;310
93.0;68;10;341;316
76.0;45;10;368;356
74.0;107;13;885;929
78.0;50;16;399;312
91.0;58;7;138;131
75.0;115;14;424;417
90.0;32;9;240;212
88.0;94;22;439;395
77.0;79;16;345;338
95.0;64;14;334;303
81.0;52;19;253;281
75.0;56;12;206;219
91.0;24;15;186;185
81.0;49;12;285;292
92.0;64;19;335;292
91.0;61;13;234;209
88.0;54;21;171;136
80.0;52;14;306;294
87.0;61;12;275;222
93.0;46;10;386;364
76.0;56;23;223;172
86.0;106;13;373;316
83.0;56;12;395;386
86.0;32;13;282;268
69.0;46;12;262;227
94.0;70;10;325;312
88.0;40;17;321;338
82.0;32;12;301;315
90.0;35;12;278;258
81.0;58;3;186;209
94.0;67;14;399;385
84.0;45;11;374;290
96.0;40;15;178;173
85.0;43;12;241;222
77.0;77;17;248;221
75.0;59;13;192;228
81.0;56;12;233;211
74.0;76;12;369;309
77.0;43;11;326;287
85.0;95;14;362;363
94.0;87;11;278;284
92.0;60;14;290;238
99.0;32;14;364;291
79.0;48;26;276;270
96.0;41;13;324;336
83.0;52;13;258;225
87.0;42;13;251;246
94.0;75;14;341;304
92.0;64;12;387;326
87.0;56;10;328;263
72.0;50;11;211;216
87.0;64;12;304;268
86.0;52;25;431;373
86.0;108;15;287;272
94.0;57;28;435;380
94.0;64;13;318;305
96.0;60;29;301;298
91.0;63;13;502;474
91.0;56;14;359;368
75.0;43;12;293;281
95.0;61;12;215;244
90.0;58;9;293;244
82.0;50;14;463;429
88.0;61;16;368;297
77.0;59;13;258;200
85.0;41;12;309;290
77.0;28;15;166;172
86.0;49;13;390;384
78.0;57;12;384;395
78.0;34;13;196;197
94.0;48;11;454;421
94.0;63;11;349;372
78.0;64;13;400;346
92.0;86;25;322;312
79.0;60;15;273;259
92.0;26;3;152;197
77.0;48;26;276;270
94.0;65;14;200;156
86.0;38;26;205;202
82.0;29;11;202;187
88.0;43;14;255;262
88.0;51;14;274;292
85.0;125;12;327;355
78.0;18;9;199;191
87.0;61;12;405;363
84.0;25;28;231;236
87.0;50;11;250;230
76.0;64;12;310;336
86.0;64;13;409;349
73.0;71;14;434;400
100.0;64;13;269;239
77.0;59;12;197;194
91.0;75;12;353;274
82.0;59;11;342;285
81.0;61;11;223;193
89.0;45;22;371;353
100.0;19;11;241;248
95.0;52;15;217;195
86.0;51;12;322;298
83.0;33;14;259;275
94.0;57;14;276;318
68.0;80;13;679;696
78.0;68;26;205;207
88.0;57;11;360;301
91.0;63;12;229;241
90.0;44;28;335;327
89.0;47;12;318;271
80.0;63;14;329;323
77.0;62;12;231;193
98.0;62;14;463;425
60.0;40;12;373;317
92.0;64;12;270;265
93.0;61;24;268;231
85.0;31;25;401;393
84.0;62;15;548;507
94.0;51;14;377;339
88.0;48;7;231;240
86.0;48;13;383;348
80.0;57;13;349;344
95.0;41;11;218;188
85.0;63;12;345;328
88.0;86;25;322;312
87.0;63;13;299;277
63.0;56;20;319;278
87.0;70;13;245;198
89.0;60;11;321;309
88.0;55;13;250;234
80.0;62;12;322;307
92.0;50;12;208;217
83.0;93;26;363;356
90.0;54;12;342;300
87.0;51;13;306;281
82.0;46;12;276;274
88.0;64;12;334;353
94.0;61;13;315;314
83.0;32;18;126;122
87.0;59;14;226;187
87.0;54;13;225;199
70.0;50;12;241;284
80.0;63;15;358;357
97.0;48;16;316;289
88.0;61;11;404;426
83.0;31;14;251;273
86.0;90;10;285;273
76.0;32;9;240;212
99.0;33;13;366;292
79.0;35;7;306;232
98.0;56;14;341;374
91.0;66;26;330;285
97.0;35;15;316;259
92.0;59;24;419;402
88.0;54;11;346;301
94.0;91;12;354;297
91.0;56;17;177;145
79.0;88;13;264;202
83.0;59;6;439;394
87.0;53;10;247;252
91.0;60;11;318;296
75.0;62;13;319;315
97.0;32;13;265;258
100.0;62;15;276;228
87.0;56;14;199;235
92.0;59;14;298;262
91.0;58;14;222;187
89.0;54;12;217;195
69.0;88;8;819;968
68.0;68;26;313;292
83.0;63;13;353;318
92.0;60;11;226;200
88.0;53;21;342;329
95.0;46;27;260;245
78.0;61;12;365;323
90.0;60;13;206;210
97.0;59;12;294;282
91.0;35;13;206;177
92.0;62;14;463;425
99.0;83;14;271;316
92.0;60;16;430;435
97.0;61;2;184;175
79.0;60;8;362;330
94.0;35;9;230;212
79.0;86;13;378;326
85.0;64;19;363;351
82.0;59;18;250;204
78.0;52;23;338;303
85.0;61;26;366;314
100.0;46;12;205;220
88.0;50;12;396;374
83.0;75;13;363;366
90.0;62;18;228;162
86.0;60;9;141;147
81.0;23;24;270;283
93.0;77;12;163;139
91.0;62;10;307;277
76.0;52;15;379;324
82.0;59;13;445;440
73.0;58;14;380;389
92.0;31;3;144;122
100.0;12;6;239;194
94.0;40;8;225;244
92.0;59;24;409;377
86.0;47;12;176;150
98.0;48;13;376;315
96.0;20;11;233;232
74.0;38;12;348;329
78.0;41;12;180;184
81.0;98;33;502;449
96.0;145;12;287;268
78.0;62;14;336;310
100.0;36;11;367;355
89.0;54;12;281;237
81.0;44;12;169;139
95.0;35;14;189;188
89.0;61;14;289;244
84.0;54;27;262;259
79.0;84;12;505;478
86.0;51;11;183;195
90.0;48;12;310;285
92.0;55;12;329;306
65.0;61;12;295;286
89.0;54;15;334;260
86.0;61;11;290;340
91.0;55;17;355;340
75.0;39;17;133;138
89.0;22;12;146;164
91.0;29;11;202;187
74.0;94;5;335;252
82.0;64;14;501;440
84.0;58;12;299;344
83.0;45;13;381;374
89.0;43;14;255;262
96.0;48;14;343;330
94.0;66;7;271;258
92.0;68;10;347;341
82.0;49;15;392;362
93.0;73;12;162;137
90.0;36;13;267;264
75.0;45;12;262;247
79.0;57;12;338;328
82.0;56;11;298;281
81.0;64;12;300;295
87.0;60;13;330;347
90.0;45;13;353;324
95.0;44;12;366;306
91.0;31;10;408;395
88.0;23;7;278;226
88.0;69;15;243;195
89.0;24;11;248;260
69.0;56;8;326;387
88.0;121;13;431;363
93.0;64;12;359;351
88.0;89;19;411;364
92.0;29;15;183;168
85.0;16;12;403;372
64.0;55;11;798;750
81.0;48;12;217;204
88.0;69;14;271;216
89.0;57;28;434;385
95.0;56;10;435;384
71.0;73;25;214;219
82.0;50;12;274;253
71.0;68;26;205;207
95.0;60;12;590;630
77.0;30;12;223;233
86.0;51;12;204;181
92.0;12;12;142;145
94.0;68;24;240;258
97.0;62;11;506;486
95.0;51;11;209;208
78.0;101;11;311;302
80.0;61;14;354;372
70.0;76;25;297;273
88.0;55;12;293;270
84.0;79;13;338;325
91.0;63;12;312;331
78.0;56;13;393;398
90.0;57;8;180;170
77.0;94;13;302;263
72.0;43;11;326;287
73.0;58;15;308;286
84.0;51;21;326;301
85.0;66;11;200;205
86.0;45;13;357;315
93.0;59;13;463;472
88.0;60;12;382;351
92.0;54;13;195;143
67.0;126;12;448;402
93.0;54;13;328;314
73.0;55;13;320;300
85.0;62;13;269;248
78.0;35;9;224;214
79.0;34;8;328;300
87.0;51;17;300;244
95.0;61;12;332;308
98.0;57;12;345;338
82.0;66;13;397;421
92.0;52;13;356;304
87.0;60;15;202;174
81.0;53;13;206;179
82.0;60;12;382;351
73.0;55;12;323;278
86.0;60;7;193;148
79.0;48;15;273;279
87.0;60;7;194;171
87.0;79;13;223;216
86.0;64;27;378;308
78.0;66;11;386;368
93.0;71;12;469;398
89.0;63;12;479;454
85.0;60;11;170;160
93.0;59;11;246;235
91.0;61;23;417;358
90.0;56;12;223;189
81.0;46;26;366;349
78.0;58;11;242;237
90.0;90;15;374;339
88.0;64;13;346;311
81.0;65;10;307;330
89.0;53;21;148;124
99.0;43;39;474;404
95.0;66;12;329;305
91.0;114;13;348;304
92.0;58;13;240;188
80.0;60;11;218;194
80.0;63;14;277;249
84.0;57;13;349;344
75.0;60;13;297;327
86.0;72;24;440;475
91.0;36;10;220;190
89.0;49;13;295;244
89.0;64;12;244;238
99.0;61;7;392;385
88.0;58;9;293;244
100.0;56;20;459;435
96.0;49;9;284;244
74.0;50;12;261;246
81.0;97;31;495;434
87.0;54;12;335;299
92.0;48;13;383;348
84.0;65;14;306;289
80.0;70;20;361;322
99.0;48;13;284;267
69.0;84;4;804;931
85.0;50;13;253;252
89.0;62;12;231;193
89.0;54;17;276;291
88.0;90;22;409;358
89.0;34;23;298;246
94.0;61;12;425;391
81.0;59;12;401;407
94.0;73;8;438;335
95.0;78;35;240;259
97.0;42;11;360;270
97.0;126;8;394;354
88.0;41;12;301;292
92.0;44;12;184;143
77.0;56;12;253;197
84.0;106;12;369;340
83.0;62;12;257;223
92.0;59;12;337;321
95.0;78;38;237;251
88.0;66;8;229;181
86.0;77;12;340;322
96.0;60;12;445;411
73.0;87;13;349;313
95.0;61;13;350;320
92.0;45;14;213;248
99.0;58;10;399;391
92.0;46;14;365;351
99.0;46;12;176;139
86.0;50;14;243;171
84.0;56;15;527;465
85.0;60;15;511;468
69.0;115;14;875;999
87.0;55;25;442;480
72.0;63;28;346;355
85.0;58;13;253;259
84.0;61;28;374;378
78.0;61;18;182;131
95.0;49;27;345;372
97.0;45;8;153;139
85.0;64;13;562;452
88.0;37;13;252;203
91.0;82;11;308;317
77.0;63;10;252;273
79.0;56;26;304;256
63.0;38;17;289;279
85.0;57;12;237;232
93.0;23;12;190;179
90.0;43;10;335;341
88.0;58;14;204;230
76.0;25;12;204;193
88.0;97;12;259;207
88.0;37;12;206;203
79.0;73;14;180;204
68.0;58;13;328;318
86.0;43;12;230;244
86.0;54;12;289;246
87.0;74;13;343;319
86.0;32;15;153;150
62.0;75;14;282;296
84.0;61;1;404;417
95.0;63;12;423;392
81.0;139;22;515;498
94.0;54;12;361;373
87.0;65;11;429;378
72.0;42;13;337;276
92.0;56;12;297;293
80.0;10;11;173;151
89.0;46;13;383;323
88.0;60;13;231;210
74.0;48;12;195;167
97.0;46;18;302;249
82.0;55;12;313;278
87.0;64;12;383;364
85.0;68;12;454;440
75.0;38;20;144;139
74.0;61;16;413;348
99.0;33;11;376;319
91.0;59;12;259;251
91.0;69;10;225;201
92.0;58;23;319;266
90.0;54;12;335;299
77.0;63;12;384;381
90.0;44;14;211;194
96.0;63;9;405;327
79.0;59;13;199;202
82.0;62;14;255;242
100.0;123;12;402;338
85.0;48;13;270;296
94.0;49;16;412;339
85.0;30;19;242;220
99.0;56;12;331;334
94.0;64;3;377;325
84.0;59;12;246;219
80.0;52;11;332;334
86.0;66;12;415;435
89.0;48;13;274;242
78.0;50;12;355;360
78.0;62;11;320;311
86.0;85;24;493;474
88.0;62;11;284;258
63.0;63;9;290;277
80.0;62;14;356;339
81.0;59;12;387;373
94.0;60;8;291;280
73.0;60;13;204;162
92.0;56;11;271;264
97.0;113;11;388;342
79.0;58;13;213;211
92.0;46;24;277;200
97.0;59;10;148;139
75.0;121;13;457;420
100.0;42;16;783;530
76.0;63;10;317;357
79.0;58;16;167;135
90.0;59;10;213;205
83.0;150;26;515;535
95.0;111;27;379;334
83.0;94;26;345;352
84.0;54;26;385;394
89.0;62;4;342;286
87.0;48;13;371;316
82.0;40;11;334;349
85.0;54;10;410;382
89.0;56;12;404;389
84.0;48;14;230;194
92.0;64;12;244;238
84.0;74;13;239;207
93.0;54;10;462;367
87.0;48;13;274;242
96.0;51;6;390;363
87.0;56;10;247;210
77.0;63;14;394;415
96.0;38;14;246;202
90.0;67;13;217;248
85.0;61;27;648;568
100.0;38;11;149;132
82.0;63;14;274;237
95.0;50;17;508;432
65.0;41;17;287;258
88.0;55;24;401;400
85.0;63;9;352;327
92.0;24;7;177;188
95.0;58;14;222;187
79.0;48;10;377;361
86.0;48;13;297;277
92.0;43;28;260;224
94.0;60;10;256;245
89.0;37;12;399;376
92.0;61;14;379;349
80.0;63;11;287;249
80.0;56;10;195;189
82.0;67;11;246;251
86.0;60;12;275;272
78.0;64;12;191;136
88.0;42;11;345;316
94.0;59;13;402;340
85.0;55;9;158;170
94.0;47;13;441;386
91.0;60;13;363;359
95.0;39;9;369;347
91.0;35;12;212;195
85.0;58;13;350;349
86.0;68;12;391;425
84.0;57;13;281;273
94.0;32;11;301;295
85.0;32;12;280;298
97.0;49;13;295;244
89.0;74;31;397;357
83.0;49;11;228;224
95.0;60;10;419;435
64.0;52;14;220;229
97.0;53;12;330;288
87.0;83;11;346;316
90.0;41;11;178;139
93.0;38;39;407;330
83.0;50;14;201;235
98.0;52;13;316;283
86.0;51;13;410;427
87.0;62;12;333;302
95.0;68;10;347;341
83.0;120;15;413;402
87.0;14;13;367;388
76.0;57;25;314;297
91.0;47;12;172;180
83.0;55;13;336;310
94.0;91;15;315;317
72.0;30;9;294;282
85.0;57;12;268;249
87.0;64;14;309;315
80.0;59;4;469;474
92.0;16;11;214;206
84.0;101;16;400;363
99.0;60;10;365;368
88.0;45;14;342;356
95.0;54;13;192;199
77.0;27;1;165;163
87.0;47;10;242;244
91.0;50;7;225;230
78.0;60;13;251;257
92.0;39;7;322;272
91.0;52;22;351;314
99.0;53;12;410;379
73.0;53;15;335;283
91.0;73;12;221;190
97.0;72;9;382;320
91.0;56;14;239;270
77.0;62;11;284;258
77.0;26;13;300;307
85.0;10;8;200;208
90.0;46;16;245;207
74.0;60;13;297;327
81.0;44;13;277;265
85.0;63;11;409;394
71.0;55;14;228;225
74.0;28;13;231;207
83.0;126;11;523;434
94.0;85;14;322;293
70.0;55;11;206;218
81.0;62;14;223;237
90.0;63;25;223;196
100.0;57;12;366;409
89.0;57;21;337;328
68.0;52;13;328;289
93.0;63;15;381;356
86.0;116;12;420;391
95.0;65;20;335;277
78.0;48;12;195;167
95.0;65;11;267;220
77.0;92;13;308;258
96.0;55;15;311;204
93.0;114;13;348;304
69.0;25;12;312;310
91.0;50;25;219;233
90.0;46;7;238;264
87.0;53;12;342;302
94.0;59;11;379;314
88.0;87;14;394;363
80.0;41;15;289;238
95.0;47;22;279;237
79.0;53;21;342;329
91.0;66;11;314;284
87.0;76;7;266;239
85.0;52;13;331;295
81.0;54;11;253;245
84.0;62;14;375;339
100.0;63;13;323;332
85.0;46;11;331;314
95.0;47;8;218;197
79.0;57;26;407;381
96.0;64;12;380;340
76.0;59;10;213;205
97.0;60;25;384;311
94.0;60;12;347;335
91.0;47;13;219;209
83.0;47;21;227;249
87.0;55;24;278;311
75.0;54;12;222;214
76.0;67;11;337;324
98.0;56;12;208;179
86.0;54;14;268;260
86.0;50;13;236;193
97.0;56;3;123;128
96.0;43;13;447;415
98.0;20;12;188;204
98.0;64;11;486;415
96.0;115;20;309;281
87.0;89;14;399;400
87.0;52;7;279;220
69.0;65;12;299;262
91.0;70;10;325;312
90.0;60;15;202;174
88.0;91;10;370;352
82.0;62;13;199;199
88.0;75;13;350;367
88.0;59;12;292;320
96.0;54;12;217;195
88.0;65;14;306;289
82.0;75;13;398;373
73.0;63;14;362;324
80.0;90;10;340;342
80.0;59;14;397;427
79.0;93;12;422;322
83.0;45;12;247;217
82.0;64;13;244;261
79.0;56;11;239;239
91.0;62;15;447;394
79.0;57;12;213;190
94.0;42;14;302;312
85.0;46;12;270;271
97.0;50;13;398;316
93.0;111;12;353;300
87.0;69;12;339;365
96.0;50;10;294;296
91.0;58;12;235;246
86.0;45;14;422;449
87.0;51;12;291;282
87.0;55;12;333;338
89.0;50;13;268;240
63.0;70;8;307;277
